	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
181132	0.6703	0.4071	-1.3282	0.0418	-0.5016	1.2691	2.1461	0.6251	-0.0188	-0.5942	-0.796	0.5789	0.4033	0.189	-2.1195	-0.9715
181182	0.6765	0.3521	-1.3674	0.4735	-0.6061	1.4527	1.9292	0.8864	0.1859	-1.1029	-0.8239	0.5176	0.0667	0.0679	-1.8743	-0.8295
181207	0.5577	0.2589	-1.3686	0.5594	-0.5447	1.4339	1.8858	1.0075	0.2848	-1.1258	-0.9398	0.4956	-0.0378	0.1584	-1.8802	-0.741
181230	0.5507	0.0858	-1.4287	0.3557	-0.5473	1.4295	1.7592	1.0899	0.2662	-0.9169	-0.9417	0.5374	0.003	0.4767	-2.088	-0.6311
181374	0.5632	0.2976	-1.3124	0.3142	-0.6248	1.3859	2.2103	0.7348	0.1588	-0.7554	-0.9649	0.4336	0.2039	0.0408	-1.9899	-0.691
181423	0.4845	0.0867	-1.4142	0.3274	-0.565	1.367	1.9226	1.0222	0.2799	-0.7908	-1.036	0.4688	0.0084	0.4589	-2.1107	-0.5086
181693	0.6595	0.2026	-1.3969	0.0985	-0.5483	1.373	1.8172	0.9145	0.0584	-0.7475	-0.7648	0.6317	0.2838	0.4651	-2.2161	-0.8328
181758	0.6229	0.2529	-1.3836	0.1834	-0.4682	1.3493	1.902	0.8985	0.1073	-0.8245	-0.843	0.6162	0.2433	0.3722	-2.1213	-0.9079
182084	0.6253	0.3442	-1.336	0.3058	-0.5859	1.3852	2.0933	0.7765	0.1264	-0.8437	-0.8718	0.5014	0.2391	0.0773	-2.0005	-0.8335
182097	0.6099	0.2367	-1.39	0.1784	-0.5639	1.3465	2.0221	0.8375	0.1205	-0.7192	-0.8893	0.5396	0.2174	0.3272	-2.1405	-0.7321
190069	0.6245	0.2657	-1.4013	0.2286	-0.5291	1.3565	1.9561	0.8824	0.1396	-0.814	-0.8697	0.566	0.1894	0.3187	-2.1	-0.8128
190089	0.5506	0.1675	-1.4073	0.306	-0.5512	1.371	1.9333	0.9747	0.2185	-0.8325	-0.9636	0.5175	0.0749	0.3818	-2.0989	-0.6412
190106	0.6008	0.2179	-1.3931	0.1754	-0.483	1.3323	2.0321	0.8528	0.1131	-0.7997	-0.9746	0.5647	0.2272	0.3452	-2.0756	-0.7345
190197	0.6804	0.3291	-1.3656	0.2514	-0.5262	1.3806	1.9243	0.8521	0.0771	-0.8989	-0.7744	0.6136	0.2385	0.2205	-2.0588	-0.9431
190206	0.5984	0.3465	-1.3249	0.1182	-0.5409	1.3034	2.189	0.6582	0.035	-0.6011	-0.8535	0.4945	0.3522	0.1875	-2.1371	-0.8244
190323	0.565	0.2882	-1.3566	0.3838	-0.6008	1.3904	2.0997	0.8359	0.2237	-0.847	-0.9624	0.4468	0.1232	0.1051	-1.9806	-0.7102
190533	0.5986	0.1904	-1.433	0.3278	-0.5292	1.3946	1.835	1.0119	0.2141	-0.9253	-0.907	0.5507	0.0645	0.3913	-2.0716	-0.7121
190789	0.5697	0.1937	-1.4141	0.3958	-0.5238	1.4097	1.8114	1.0455	0.233	-0.9913	-0.9016	0.5435	0.0361	0.365	-2.0419	-0.73
